"","houses","numocc","numFem","numMale","oldest","youngest","headsex","headage","net","under5","under1","under18","periph","lat","lon","hspray","site","elev","lang"
"3353","TIN_2_0047",6,3,3,40.15,3.54,"M",40.15,2,1,0,4,0,0.17872,34.9705,0,1,1807,4
"3354","TIN_2_0134",4,1,3,44.9,9.55,"M",42.24,0,0,0,2,0,0.17872,34.97325,0,1,1810,2
"3355","TIN_6_0039",3,2,1,47.24,13.47,"M",47.24,1,0,0,1,0,0.17872,34.95925,1,1,1767,4
"3356","TIN_2_0132",9,5,4,46.82,5.21,"M",46.82,2,0,0,6,0,0.17873,34.97801,0,1,1811,4
"3357","TIN_4_0022",11,6,5,35.39,2.03,"F",35.39,0,4,0,9,0,0.17873,34.96548,0,1,1767,4
"3358","TIN_8_0116",6,4,2,100.86,20.89,"F",55.74,0,0,0,0,0,0.17874,34.95403,0,1,1772,5
"3359","TIN_2_0075",2,2,0,54.24,15.3,"F",54.24,0,0,0,1,0,0.17875,34.96938,0,1,1798,4
"3360","TIN_4_0010",5,2,3,66.58,7.21,"M",66.58,0,0,0,1,0,0.17879,34.96357,0,1,1755,5
"3361","TIN_1_0072",8,2,6,64.83,3.12,"M",64.83,7,1,0,3,0,0.1788,34.98257,0,1,1850,5
"3362","TIN_2_0043",3,2,1,57.82,8.79,"F",57.82,1,0,0,2,0,0.1788,34.97102,0,1,1806,4
"3363","TIN_2_0045",3,1,2,28.64,0.62,"M",28.64,3,1,1,1,0,0.1788,34.97102,0,1,1806,4
"3364","TIN_2_0135",2,1,1,42.82,16.55,"F",42.82,1,0,0,1,0,0.1788,34.97327,0,1,1753,2
"3365","TIN_10_0085",3,1,2,50.56,3.53,"M",50.56,3,1,0,1,0,0.1788,34.94774,0,1,1738,4
"3366","TIN_1_0031",4,4,0,37.56,1.62,"F",37.56,0,3,0,3,0,0.17881,34.97802,0,1,1808,4
"3367","TIN_6_0048",4,2,2,22.81,1.46,"M",22.81,0,2,0,2,0,0.17881,34.95939,1,1,1770,3
"3368","TIN_2_0052",5,3,2,43.4,2.54,"M",43.4,2,1,0,3,0,0.17883,34.97042,0,1,1808,4
"3369","TIN_2_0131",2,1,1,27.89,17.71,"M",27.89,1,0,0,1,0,0.17883,34.97287,0,1,1810,4
"3370","TIN_6_0046",4,2,2,35.9,2.55,"F",35.9,0,1,0,3,0,0.17883,34.95951,1,1,1772,3
"3371","TIN_4_0013",8,5,3,55.24,1.2,"M",55.24,2,1,0,4,0,0.17884,34.96468,0,1,1764,2
"3372","TIN_2_0049",1,1,0,42.4,42.4,"F",42.4,1,0,0,0,0,0.17887,34.97124,0,1,1806,4
"3373","TIN_2_0007",6,3,3,68.75,3.38,"M",68.75,0,1,0,2,0,0.17888,34.96661,0,1,1770,4
"3374","TIN_2_0133",1,1,0,39.73,39.73,"F",39.73,1,0,0,0,0,0.17889,34.97276,0,1,1808,4
"3375","TIN_6_0064",6,2,4,51.83,7.8,"M",51.83,6,0,0,3,0,0.1789,34.95827,0,1,1768,4
"3376","TIN_1_0028",5,2,3,40.81,0.37,"F",34.81,3,1,1,2,0,0.17891,34.978,0,1,1804,4
"3377","TIN_6_0021",6,2,4,39.73,1.04,"M",39.73,1,1,0,4,0,0.17891,34.96072,0,1,1773,4
"3378","TIN_2_0076",5,3,2,49.41,1.87,"M",49.41,0,1,0,3,0,0.17893,34.96757,0,1,1776,4
"3379","TIN_2_0009",4,4,0,75.42,1.21,"F",75.42,2,1,0,2,0,0.17898,34.96685,0,1,1770,4
"3380","TIN_2_0129",5,2,3,58.33,1.21,"F",58.33,1,1,0,2,0,0.17902,34.97257,0,1,1809,4
"3381","TIN_6_0066",5,1,4,38.82,5.79,NA,NA,0,0,0,3,0,0.17902,34.95797,0,1,1767,4
"3382","TIN_2_0136",2,2,0,24.39,3.96,"F",24.39,2,1,0,1,0,0.17905,34.97296,0,1,1810,4
"3383","TIN_2_0102",2,1,1,42.82,20.72,"F",42.82,2,0,0,0,0,0.17906,34.97159,0,1,1807,4
"3384","TIN_6_0037",7,4,3,38.65,0.96,"M",38.65,1,2,1,5,0,0.17907,34.95953,1,1,1769,4
"3385","TIN_4_0003",2,1,1,48.73,14.55,"F",48.73,2,0,0,1,0,0.17908,34.96388,0,1,1755,4
"3386","TIN_6_0024",3,3,0,42.82,5.79,"F",42.82,0,0,0,2,0,0.17908,34.96122,1,1,1771,3
"3387","TIN_2_0079",2,1,1,56.74,54.58,"M",54.58,2,0,0,0,0,0.17914,34.96956,0,1,1798,4
"3388","TIN_2_0046",8,3,5,52.82,5.79,"M",52.82,1,0,0,5,0,0.17916,34.96864,0,1,1793,4
"3389","TIN_6_0023",6,4,2,56.83,0.54,"M",56.25,1,1,1,3,0,0.17917,34.96083,1,1,1770,4
"3390","TIN_6_0070",7,1,6,40.82,0.79,"M",40.82,0,2,1,5,0,0.17917,34.96008,1,1,1782,5
"3391","TIN_1_0023",7,4,3,27.56,3.04,"F",27.56,2,1,0,6,0,0.17918,34.97764,0,1,1761,2
"3392","TIN_2_0146",2,2,0,77.17,23.97,"F",77.17,1,0,0,0,0,0.1792,34.97419,0,1,1804,4
"3393","TIN_4_0018",4,3,1,84.84,6.7,"F",49.81,0,0,0,2,0,0.1792,34.96472,0,1,1760,4
"3394","TIN_1_0025",4,3,1,83.76,3.54,"M",83.76,2,1,0,2,0,0.17921,34.97773,0,1,1794,4
"3395","TIN_10_0121",4,2,2,24.38,0.53,"M",24.38,4,2,1,2,0,0.17921,34.94775,0,1,1739,4
"3396","TIN_6_0029",5,2,3,67.09,7.21,"M",67.09,0,0,0,2,0,0.17924,34.95986,1,1,1768,4
"3397","TIN_1_0026",6,2,4,41.81,8.87,"M",41.81,0,0,0,2,0,0.17929,34.9781,0,1,1796,4
"3398","TIN_1_0027",2,1,1,74.75,70.59,"M",74.75,0,0,0,0,0,0.1793,34.97775,0,1,1798,4
"3399","TIN_6_0033",8,4,4,67.68,0.96,"M",63.59,1,2,1,5,1,0.1793,34.95924,1,1,1762,4
"3400","TIN_8_0147",5,2,3,58.83,14.8,"M",58.83,0,0,0,2,0,0.1793,34.95577,0,1,1804,5
"3401","TIN_8_0148",7,4,3,46.41,1.7,NA,NA,1,1,0,3,0,0.1793,34.95557,0,1,1804,5
"3402","TIN_2_0005",8,3,5,60.25,8.96,"M",60.25,0,0,0,3,0,0.17934,34.9666,0,1,1769,4
"3403","TIN_6_0035",3,1,2,29.73,1.63,"M",29.73,0,1,0,1,0,0.17935,34.9592,1,1,1762,4
"3404","TIN_10_0119",4,3,1,63.82,4.36,"F",63.82,0,1,0,2,0,0.17936,34.94765,0,1,1740,4
"3405","TIN_1_0020",2,2,0,20.3,3.21,"F",20.3,0,1,0,1,0,0.17937,34.97749,0,1,1768,4
"3406","TIN_4_0001",1,1,0,25.8,25.8,"F",25.8,0,0,0,0,0,0.1794,34.96365,0,1,1750,4
"3407","TIN_6_0027",4,2,2,56.16,6.79,"M",56.16,0,0,0,2,0,0.17946,34.96014,1,1,1766,5
"3408","TIN_1_0029",6,3,3,30.39,1.79,"M",30.39,3,2,0,4,0,0.17947,34.97791,0,1,1796,4
"3409","TIN_10_0117",5,2,3,36.13,5.86,"M",36.13,5,0,0,3,0,0.17947,34.94766,0,1,1738,4
"3410","TIN_2_0078",7,6,1,40.81,0.95,"F",24.14,0,4,1,4,0,0.17948,34.96753,0,1,1776,4
"3411","TIN_10_0057",4,1,3,39.8,7.53,"M",39.8,2,0,0,2,0,0.17952,34.94949,0,1,1740,5
"3412","TIN_10_0123",3,1,2,24.54,0.28,"M",24.54,3,1,1,2,0,0.17954,34.94812,0,1,1740,5
"3413","TIN_6_0042",6,5,1,37.82,0.71,"M",37.82,2,1,1,4,0,0.17955,34.9593,1,1,1760,3
"3414","TIN_2_0074",5,3,2,72.84,16.8,"F",72.84,3,0,0,1,0,0.17956,34.9672,5,1,1776,4
"3415","TIN_2_0003",5,3,2,74.51,7.04,"M",74.51,0,0,0,2,0,0.17957,34.96611,0,1,1762,4
"3416","TIN_2_0085",3,2,1,45.57,8.96,"F",45.57,0,0,0,1,0,0.17957,34.96974,0,1,1793,4
"3417","TIN_2_0092",7,5,2,40.82,6.79,"F",40.82,1,0,0,4,0,0.17957,34.97153,0,1,1804,4
"3418","TIN_4_0004",4,1,3,40.81,12.21,"F",36.22,0,0,0,2,0,0.17958,34.96387,0,1,1750,5
"3419","TIN_2_0087",1,1,0,68.67,68.67,"F",68.67,0,0,0,0,0,0.17959,34.97027,0,1,1793,4
"3420","TIN_4_0015",6,3,3,66.75,4.37,"M",66.75,2,1,0,4,0,0.1796,34.96465,0,1,1754,4
"3421","TIN_2_0104",9,7,2,58.74,4.38,"F",58.74,1,1,0,3,0,0.17961,34.97139,0,1,1801,4
"3422","TIN_2_0083",4,2,2,59.74,3.54,"F",59.74,0,1,0,3,0,0.17962,34.96993,0,1,1796,4
"3423","TIN_1_0022",7,5,2,70.83,5.7,"F",70.83,0,0,0,3,0,0.17965,34.9776,0,1,1782,5
"3424","TIN_1_0082",7,2,5,39.9,2.37,"F",39.9,0,1,0,6,0,0.17966,34.97727,0,1,1813,4
"3425","TIN_1_0061",3,3,0,66.58,4.54,"F",66.58,0,1,0,1,0,0.17969,34.98237,0,1,1850,5
"3426","TIN_6_0038",3,2,1,68.84,11.8,"M",67.84,1,0,0,1,0,0.17969,34.95949,0,1,1760,5
"3427","TIN_6_0040",6,4,2,33.81,2.46,"M",33.81,0,1,0,4,0,0.17973,34.95934,1,1,1758,3
"3428","TIN_1_0075",4,1,3,82.84,11.3,"M",40.81,0,0,0,2,0,0.17977,34.9791,0,1,1826,5
"3429","TIN_6_0036",8,5,3,42.82,1.71,"M",42.82,0,1,0,6,0,0.17977,34.95952,1,1,1758,5
"3430","TIN_10_0113",3,2,1,20.87,2.02,"M",20.87,0,1,0,1,0,0.17977,34.94727,0,1,1734,2
"3431","TIN_10_0063",4,2,2,32.79,6.03,"M",32.79,2,0,0,2,0,0.17979,34.94854,0,1,1735,4
"3432","TIN_1_0024",3,1,2,25.55,1.2,"M",25.55,0,1,0,2,0,0.17981,34.97771,3,1,1784,4
"3433","TIN_6_0034",2,1,1,67.84,36.82,"F",67.84,0,0,0,0,0,0.17985,34.95984,2,1,1760,5
"3434","TIN_6_0022",4,2,2,55.67,9.64,"M",55.67,0,0,0,2,0,0.17987,34.96132,1,1,1764,3
"3435","TIN_8_0118",2,1,1,21.89,20.72,"M",21.89,0,0,0,0,0,0.17988,34.95415,0,1,1770,4
"3436","TIN_10_0111",3,2,1,45.14,2.28,"F",45.14,0,1,0,1,0,0.17988,34.94627,0,1,1723,4
"3437","TIN_10_0107",4,4,0,29.04,6.36,"F",29.04,0,0,0,3,0,0.17991,34.94671,0,1,1726,4
"3438","TIN_6_0067",4,2,2,65.75,3.71,"F",65.75,0,1,0,2,0,0.17993,34.95803,1,1,1758,4
"3439","TIN_10_0115",7,2,5,47.81,1.77,"M",47.81,3,2,0,5,0,0.17998,34.94755,0,1,1736,4
"3440","TIN_10_0065",4,1,3,46.81,17.04,"M",46.81,0,0,0,1,0,0.18,34.94839,0,1,1735,4
"3441","TIN_8_0120",4,2,2,40.9,12.13,"F",40.9,4,0,0,3,0,0.18001,34.95419,0,1,1770,4
"3442","TIN_2_0145",6,3,3,40.15,0.87,"M",40.15,0,2,1,4,0,0.18003,34.97385,0,1,1798,4
"3443","TIN_1_0063",6,1,5,54.74,8.38,"M",54.74,6,0,0,4,0,0.18009,34.98211,6,1,1847,4
"3444","TIN_2_0030",5,3,2,42.82,19.8,"F",42.82,0,0,0,0,0,0.18012,34.96863,0,1,1768,4
"3445","TIN_2_0137",5,3,2,27.89,7.46,"M",27.89,1,0,0,3,0,0.18012,34.97192,0,1,1753,2
"3446","TIN_10_0069",2,1,1,42.22,14.37,"F",42.22,0,0,0,1,0,0.18016,34.94803,0,1,1733,4
"3447","TIN_2_0090",4,2,2,40.82,0.96,"M",40.82,4,1,1,2,0,0.18018,34.97174,0,1,1799,2
"3448","TIN_10_0059",3,2,1,35.64,3.53,"F",35.64,3,1,0,2,0,0.18022,34.94991,0,1,1735,4
"3449","TIN_10_0061",2,1,1,41.55,38.8,"M",41.55,2,0,0,0,0,0.18022,34.94991,0,1,1735,5
"3450","TIN_10_0109",3,2,1,48.81,11.12,"F",48.81,0,0,0,1,0,0.18023,34.94649,0,1,1724,4
"3451","TIN_2_0138",6,2,4,38.56,11.21,"M",38.56,0,0,0,3,0,0.18025,34.9735,0,1,1772,2
"3452","TIN_8_0110",6,3,3,36.23,3.3,"F",36.23,0,1,0,5,0,0.18027,34.95078,0,1,1750,4
"3453","TIN_2_0144",4,1,3,30.39,6.46,"F",30.39,0,0,0,3,0,0.18028,34.97406,0,1,1798,4
"3454","TIN_2_0093",5,4,1,51.82,6.12,"M",51.82,2,0,0,3,0,0.1803,34.97025,0,1,1790,4
"3455","TIN_2_0080",5,2,3,53.82,11.38,"M",53.82,2,0,0,2,0,0.18033,34.96907,0,1,1788,4
"3456","TIN_10_0071",2,1,1,94.84,54.98,"F",94.84,0,0,0,0,0,0.18035,34.94846,0,1,1734,4
"3457","TIN_1_0079",4,2,2,45.81,10.54,"F",45.81,1,0,0,2,0,0.18036,34.9798,0,1,1834,4
"3458","TIN_8_0131",4,1,3,58.83,13.55,"F",58.83,1,0,0,2,0,0.18036,34.95062,0,1,1749,4
"3459","TIN_8_0133",2,1,1,68.75,14.47,"F",68.75,0,0,0,1,0,0.18036,34.95062,0,1,1749,4
"3460","TIN_2_0001",4,1,3,48.73,7.38,"M",48.73,2,0,0,2,0,0.18038,34.96647,0,1,1711,2
"3461","TIN_8_0126",3,1,2,61.83,28.39,"M",61.83,0,0,0,0,0,0.1804,34.9546,0,1,1778,4
"3462","TIN_2_0026",6,3,3,39.57,4.04,"F",32.81,0,1,0,4,0,0.18041,34.96785,0,1,1743,4
"3463","TIN_10_0073",4,3,1,27.79,1.53,"F",27.79,2,2,0,3,0,0.18042,34.94879,0,1,1735,4
"3464","TIN_2_0143",3,2,1,58.58,1.7,"F",58.58,0,1,0,1,0,0.18044,34.97394,0,1,1795,4
"3465","TIN_1_0076",4,2,2,42.81,9.12,"M",42.81,4,0,0,2,0,0.18046,34.98128,0,1,1842,4
"3466","TIN_1_0067",5,5,0,42.73,10.38,"F",42.73,2,0,0,4,0,0.18047,34.98073,0,1,1842,2
"3467","TIN_10_0081",2,1,1,35.96,28.63,"M",35.96,0,0,0,0,0,0.18048,34.94772,0,1,1736,4
"3468","TIN_1_0065",8,5,3,43.15,1.79,"F",43.15,2,1,0,6,1,0.18049,34.98091,0,1,1842,4
"3469","TIN_2_0099",6,4,2,60.74,6.54,"M",60.74,0,0,0,2,0,0.18049,34.97074,0,1,1794,2
"3470","TIN_2_0139",4,1,3,37.23,5.87,"M",37.23,0,0,0,2,0,0.18052,34.97343,0,1,1773,5
"3471","TIN_10_0083",4,2,2,38.72,3.36,"M",38.72,0,1,0,1,0,0.18062,34.94777,0,1,1736,4
"3472","TIN_1_0003",2,1,1,28.22,23.97,"M",28.22,2,0,0,0,0,0.18063,34.97395,0,1,1731,4
"3473","TIN_2_0141",5,3,2,42.23,3.54,"M",42.23,0,1,0,3,1,0.18065,34.97365,0,1,1781,2
"3474","TIN_1_0001",6,4,2,75.75,2.12,"M",75.75,0,1,0,4,0,0.18067,34.97403,0,1,1733,4
"3475","TIN_2_0097",3,2,1,21.55,0.79,"M",21.55,3,1,1,2,0,0.18072,34.97073,0,1,1793,2
"3476","TIN_1_0071",4,2,2,49.66,10.79,"F",49.66,2,0,0,3,0,0.18076,34.98012,0,1,1845,4
"3477","TIN_2_0103",6,4,2,43.73,1.29,"M",43.73,0,3,0,4,0,0.18076,34.97198,0,1,1792,4
"3478","TIN_1_0078",4,3,1,66.5,4.21,"M",66.5,0,1,0,2,0,0.18078,34.98129,4,1,1843,4
"3479","TIN_2_0101",3,1,2,70.75,20.39,"F",70.75,1,0,0,0,0,0.18079,34.97188,0,1,1793,4
"3480","TIN_2_0142",2,1,1,80.84,67.59,"M",80.84,0,0,0,0,0,0.18079,34.97373,0,1,1785,4
"3481","TIN_2_0086",4,3,1,42.82,6.79,"M",42.82,0,0,0,2,0,0.18082,34.97114,0,1,1795,4
"3482","TIN_1_0097",10,5,5,47.49,8.79,"M",47.49,2,0,0,6,0,0.18086,34.9829,0,1,1870,5
"3483","TIN_1_0005",9,3,6,70.75,0.7,"M",70.75,4,2,1,7,0,0.18087,34.9745,0,1,1735,4
"3484","TIN_2_0084",10,5,5,53.82,0.7,"M",53.82,2,2,1,7,0,0.18096,34.97088,0,1,1793,4
"3485","TIN_1_0085",11,4,7,61.83,0.7,"F",61.83,7,2,1,5,0,0.18097,34.9797,0,1,1834,5
"3486","TIN_10_0075",5,2,3,57.65,6.78,"M",57.65,5,0,0,2,1,0.18101,34.94852,0,1,1735,2
"3487","TIN_2_0002",4,1,3,77.84,7.13,"M",77.84,0,0,0,2,0,0.18106,34.96556,0,1,1752,4
"3488","TIN_2_0095",10,5,5,58.08,1.29,"M",58.08,0,2,0,8,0,0.18106,34.9706,0,1,1788,2
"3489","TIN_2_0024",7,4,3,47.15,11.38,"M",47.15,0,0,0,2,0,0.18107,34.96817,0,1,1724,4
"3490","TIN_2_0020",3,1,2,28.81,0.21,"M",28.81,3,1,1,1,0,0.18116,34.96755,0,1,1738,5
"3491","TIN_8_0124",8,3,5,49.74,3.96,"M",49.74,0,1,0,3,1,0.18117,34.95342,0,1,1772,5
"3492","TIN_8_0144",6,4,2,56.67,0.63,"F",56.67,2,1,1,4,0,0.18117,34.95694,0,1,1760,4
"3493","TIN_1_0094",5,4,1,30.06,2.54,"F",30.06,0,2,0,4,0,0.18118,34.97989,0,1,1835,5
"3494","TIN_1_0092",4,1,3,27.39,4.29,"M",27.39,0,1,0,2,0,0.18125,34.97952,0,1,1840,5
"3495","TIN_2_0018",8,2,6,43.49,2.54,"M",43.49,3,1,0,6,0,0.1813,34.96704,0,1,1721,4
"3496","TIN_2_0004",5,3,2,41.81,5.87,"M",41.81,0,0,0,3,0,0.18132,34.96564,0,1,1752,4
"3497","TIN_1_0091",6,5,1,35.73,3.87,"M",35.73,4,1,0,4,0,0.18142,34.98175,0,1,1842,4
"3498","TIN_1_0087",5,3,2,43.57,13.79,"F",43.57,5,0,0,4,0,0.18143,34.98035,0,1,1843,4
"3499","TIN_2_0008",3,1,2,45.82,11.79,"M",45.82,0,0,0,1,0,0.18153,34.9657,0,1,1752,4
"3500","TIN_8_0135",4,2,2,38.48,10.88,"M",38.48,0,0,0,2,0,0.18154,34.95326,0,1,1766,5
"3501","TIN_1_0095",4,2,2,42.65,3.79,"M",42.65,0,2,0,2,0,0.18157,34.98311,0,1,1870,5
"3502","TIN_8_0094",4,1,3,50.82,5.21,"M",50.82,0,0,0,2,0,0.18157,34.95018,0,1,1758,4
"3503","TIN_8_0129",4,2,2,74.84,17.47,"M",74.84,1,0,0,1,0,0.18162,34.94881,1,1,1743,4
"3504","TIN_1_0089",7,4,3,36.73,7.79,"M",36.73,1,0,0,4,0,0.18164,34.98149,0,1,1840,5
"3505","TIN_8_0095",5,2,3,36.9,0.79,"M",36.9,0,1,1,3,0,0.18167,34.95001,0,1,1754,5
"3506","TIN_1_0096",8,1,7,42.82,3.12,"M",42.82,0,1,0,6,0,0.18169,34.98082,0,1,1839,5
"3507","TIN_2_0006",4,1,3,40.81,0.95,"M",30.81,0,1,1,2,0,0.18173,34.96581,0,1,1752,2
"3508","TIN_1_0103",2,1,1,67.83,56.82,"M",67.83,0,0,0,0,0,0.18175,34.9821,0,1,1840,5
"3509","TIN_2_0022",7,3,4,38.48,3.87,"M",38.48,0,1,0,5,0,0.18177,34.96772,0,1,1732,4
"3510","TIN_1_0081",7,3,4,44.98,8.3,"M",44.98,4,0,0,5,0,0.18191,34.97856,0,1,1823,5
"3511","TIN_1_0083",4,2,2,29.72,2.54,"M",29.72,4,1,0,2,0,0.18191,34.97954,0,1,1829,5
"3512","TIN_8_0146",3,1,2,69.84,2.79,"M",69.84,1,1,0,1,0,0.18195,34.95536,0,1,1752,4
"3513","TIN_1_0106",5,3,2,72.84,10.46,"F",72.84,0,0,0,2,0,0.18196,34.98324,0,1,1874,5
"3514","TIN_2_0016",7,3,4,48.32,12.79,"M",48.32,0,0,0,4,0,0.18197,34.96685,0,1,1765,5
"3515","TIN_8_0096",8,3,5,28.81,4.63,"M",28.81,1,1,0,6,0,0.18198,34.94931,0,1,1745,5
"3516","TIN_8_0145",12,6,6,62.25,1.12,"M",62.25,1,2,0,7,0,0.18198,34.95675,0,1,1756,4
"3517","TIN_8_0101",3,2,1,81.84,36.81,"F",81.84,1,0,0,0,0,0.18206,34.94916,0,1,1743,5
"3518","TIN_8_0100",6,2,4,46.82,6.79,"M",46.82,0,0,0,4,0,0.18207,34.94881,0,1,1746,5
"3519","TIN_1_0093",6,4,2,35.81,0.29,"F",35.81,0,2,1,5,0,0.18216,34.98236,0,1,1846,5
"3520","TIN_8_0090",5,3,2,45.57,13.8,"F",45.57,0,0,0,2,0,0.18228,34.95083,0,1,1741,5
"3521","TIN_8_0102",6,3,3,43.82,3.04,"M",43.82,0,2,0,4,0,0.18228,34.94781,0,1,1750,5
"3522","TIN_1_0100",4,3,1,64.83,0.79,"F",64.83,0,1,1,3,0,0.1824,34.98127,0,1,1835,5
"3523","TIN_8_0104",3,2,1,36.23,8.21,"M",36.23,0,0,0,1,0,0.1824,34.94813,0,1,1749,2
"3524","TIN_8_0137",6,3,3,58.83,3.38,"F",58.83,0,2,0,2,1,0.18241,34.95389,0,1,1777,3
"3525","TIN_2_0014",3,1,2,40.65,17.22,"F",40.65,0,0,0,1,0,0.18247,34.96683,0,1,1762,4
"3526","TIN_2_0012",6,2,4,30.81,0.29,"M",30.81,2,3,1,3,0,0.1825,34.96631,0,1,1754,5
"3527","TIN_1_0098",7,3,4,38.81,1.46,"M",38.81,4,2,0,5,0,0.18256,34.98118,7,1,1832,5
"3528","TIN_1_0105",3,1,2,28.31,1.12,"M",28.31,3,1,0,1,0,0.18257,34.98355,0,1,1877,5
"3529","TIN_1_0102",5,3,2,37.65,8.3,"F",37.65,0,0,0,4,0,0.18263,34.98159,5,1,1837,5
"3530","TIN_8_0143",9,7,2,37.73,0.7,"F",37.73,1,2,1,8,0,0.18266,34.95594,1,1,1757,5
"3531","TIN_8_0103",6,3,3,29.56,0.21,"M",29.56,1,3,1,4,0,0.18286,34.94868,0,1,1746,4
"3532","TIN_8_0141",3,2,1,20.97,0.46,"M",20.97,1,1,1,1,0,0.18292,34.95571,0,1,1757,5
"3533","TIN_8_0089",5,4,1,32.81,2.54,"M",32.81,1,2,0,3,0,0.183,34.95012,0,1,1751,5
"3534","TIN_8_0107",3,2,1,26.72,2.38,"M",26.72,1,1,0,1,0,0.18311,34.9487,0,1,1746,4
"3535","TIN_8_0109",6,2,4,57.91,6.79,"M",57.91,1,0,0,1,0,0.18315,34.94822,0,1,1746,4
"3536","TIN_8_0091",3,1,2,37.98,0.79,"M",37.98,1,1,1,1,0,0.18337,34.95021,0,1,1747,5
"3537","TIN_8_0099",3,1,2,34.56,1.79,"M",34.56,1,1,0,1,0,0.18347,34.94935,0,1,1737,5
"3538","TIN_8_0142",1,1,0,83.6,83.6,"F",83.6,0,0,0,0,0,0.18349,34.95549,0,1,1755,5
"3539","TIN_1_0101",6,3,3,40.4,3.63,"M",40.4,6,1,0,4,0,0.18359,34.98315,0,1,1859,5
"3540","TIN_1_0099",1,1,0,78.84,78.84,"F",78.84,0,0,0,0,0,0.18365,34.98368,0,1,1867,5
"3541","TIN_8_0140",5,3,2,35.32,2.29,"M",35.32,0,2,0,3,0,0.18374,34.95537,0,1,1756,5
"3542","TIN_8_0086",4,2,2,30.57,1.05,"F",26.73,0,1,0,2,1,0.18385,34.9435,0,1,1772,3
"3543","TIN_8_0087",2,2,0,38.08,19.57,"F",38.08,1,0,0,0,0,0.18392,34.94366,0,1,1758,4
"3544","TIN_8_0139",5,3,2,46.41,15.39,"M",46.41,1,0,0,2,0,0.18409,34.95424,0,1,1760,5
"3545","TIN_8_0077",7,3,4,46.75,5.56,"M",46.75,4,0,0,4,0,0.1841,34.94402,0,1,1774,4
"3546","TIN_8_0138",4,2,2,49.82,5.46,"F",49.82,0,0,0,1,0,0.18421,34.95483,4,1,1755,5
"3547","TIN_8_0084",7,2,5,46.75,2.55,"M",46.75,5,2,0,4,0,0.18422,34.94359,0,1,1774,3
"3548","TIN_8_0071",2,1,1,12.71,5.63,NA,NA,0,0,0,2,0,0.18437,34.94411,0,1,1765,4
"3549","TIN_8_0072",4,3,1,34.56,6.71,"M",34.56,1,0,0,1,1,0.18437,34.94411,0,1,1765,5
"3550","TIN_8_0073",1,1,0,29.23,29.23,"F",29.23,1,0,0,0,0,0.18437,34.94411,0,1,1765,4
"3551","TIN_8_0074",2,1,1,27.72,21.56,"M",27.72,2,0,0,0,0,0.18437,34.94411,0,1,1765,4
"3552","TIN_8_0078",3,2,1,25.72,1.21,"M",25.72,0,1,0,1,0,0.18437,34.94411,0,1,1765,6
"3553","TIN_8_0079",8,3,5,41.9,2.46,"M",41.9,0,2,0,6,0,0.18437,34.94391,0,1,1770,4
"3554","TIN_8_0136",3,3,0,55.67,1.7,"F",55.67,0,1,0,2,0,0.18441,34.95208,0,1,1760,3
"3555","TIN_8_0070",7,3,4,51.75,1.39,"F",51.75,0,3,0,5,0,0.18461,34.94439,0,1,1768,4
"3556","TIN_8_0113",5,1,4,35.32,2.04,"M",35.32,1,1,0,3,0,0.18465,34.94749,0,1,1740,6
"3557","TIN_8_0115",3,2,1,28.81,0.87,"F",28.81,1,1,1,2,0,0.18465,34.94749,0,1,1740,4
"3558","TIN_8_0119",1,1,0,36.4,36.4,"F",36.4,1,0,0,0,0,0.18465,34.94749,0,1,1740,5
"3559","TIN_8_0111",7,4,3,53.33,12.22,"M",53.33,0,0,0,4,0,0.18515,34.94809,0,1,1737,5
"3560","TIN_8_0042",3,2,1,25.31,2.96,"M",25.31,1,1,0,1,0,0.18558,34.9445,0,1,1753,4
"3561","TIN_8_0044",3,1,2,30.31,1.7,"F",30.31,0,2,0,2,0,0.18558,34.94451,0,1,1756,4
"3562","TIN_8_0046",4,2,2,35.81,7.47,"M",35.81,1,0,0,2,0,0.18564,34.94455,1,1,1758,4
"3563","TIN_8_0048",6,4,2,50.82,6.3,"M",50.82,0,0,0,4,0,0.1857,34.94482,1,1,1758,4
"3564","TIN_8_0058",4,2,2,34.81,4.79,"M",34.81,0,1,0,2,0,0.18587,34.94451,0,1,1756,4
"3565","TIN_8_0062",2,1,1,34.41,4.39,"F",34.41,0,1,0,1,0,0.18591,34.94471,0,1,1744,4
"3566","TIN_8_0066",5,3,2,27.73,4.39,"F",27.73,0,1,0,4,0,0.18591,34.94469,0,1,1746,4
"3567","TIN_8_0068",6,5,1,35.99,1.72,"F",35.99,0,1,0,5,0,0.18591,34.94467,0,1,1753,4
"3568","TIN_8_0064",1,1,0,22.98,22.98,"F",22.98,0,0,0,0,0,0.18592,34.94467,0,1,1752,4
"3569","TIN_8_0036",5,3,2,47.82,2.79,"M",47.82,2,1,0,2,1,0.18593,34.94453,0,1,1756,3
"3570","TIN_8_0024",4,2,2,45.24,6.88,"M",45.24,4,0,0,2,0,0.18597,34.94487,0,1,1743,5
"3571","TIN_8_0022",3,2,1,58.83,3.63,"M",58.83,3,1,0,1,0,0.18602,34.9449,0,1,1743,5
"3572","TIN_8_0026",2,1,1,22.89,20.64,"M",22.89,0,0,0,0,0,0.18604,34.94477,0,1,1755,6
"3573","TIN_8_0028",1,1,0,32.56,32.56,"F",32.56,0,0,0,0,0,0.18604,34.94478,0,1,1754,6
