"","houses","numocc","numFem","numMale","oldest","youngest","headsex","headage","net","under5","under1","under18","periph","lat","lon","hspray","site","elev","lang"
"1","KBW_2_0046",6,3,3,58.9,11.86,"M",58.9,0,0,0,3,0,-0.068267,34.968633,6,2,1188,2
"2","KBC_7_0013",5,2,3,30.47,1.37,"M",30.47,0,3,0,3,0,-0.069883,34.997467,5,2,1191,2
"3","KBW_4_0021",3,1,2,26.88,0.61,"M",26.88,0,1,1,1,0,-0.073417,34.9803,3,2,1201,2
"4","KBW_4_0027",7,4,3,55.9,10.87,"M",55.9,0,0,0,5,0,-0.073617,34.982433,7,2,1198,2
"5","KBW_4_0050",4,1,3,22.88,0.86,"M",22.88,0,2,1,2,0,-0.073633,34.985883,4,2,1194,2
"6","KBW_4_0011",2,1,1,22.88,20.87,"M",22.88,0,0,0,0,0,-0.07365,34.9798,2,2,1196,2
"7","KBW_4_0010",7,4,3,45.89,6.87,"F",45.89,0,0,0,3,0,-0.073717,34.979717,7,2,1195,2
"8","KBW_4_0009",3,2,1,23.88,0.61,"M",23.88,0,1,1,1,0,-0.07375,34.9795,3,2,1193,2
"9","KBW_4_0012",5,1,4,47.89,5.86,"F",47.89,0,0,0,4,0,-0.073883,34.980367,5,2,1197,2
"10","KBW_4_0038",2,1,1,66.91,10.87,"F",66.91,0,0,0,1,0,-0.0739,34.986817,2,2,1190,2
"11","KBW_4_0028",6,3,3,39.89,4.86,"F",39.89,0,1,0,4,0,-0.073917,34.982583,6,2,1199,2
"12","KBW_4_0031",4,3,1,43.89,3.86,"F",43.89,0,1,0,3,0,-0.073933,34.98305,4,2,1201,2
"13","KBW_4_0032",6,2,4,33.88,0.78,"M",33.88,6,3,1,4,0,-0.073933,34.983067,6,2,1201,2
"14","KBW_4_0008",4,2,2,28.88,0.28,"M",28.88,4,2,1,2,0,-0.07395,34.9789,4,2,1190,2
"15","KBW_4_0007",4,3,1,46.89,3.86,"M",43.89,4,1,0,1,0,-0.074033,34.978983,4,2,1189,2
"16","KBW_4_0033",2,1,1,29.88,26.88,"M",29.88,2,0,0,0,0,-0.0741,34.983167,2,2,1200,2
"17","KBW_2_0111",8,3,5,41.88,4.86,"M",41.88,0,1,0,5,0,-0.074117,34.971867,8,2,1201,2
"18","KBW_4_0029",5,5,0,62.9,3.86,"F",62.9,0,1,0,3,0,-0.074117,34.9829,5,2,1200,2
"19","KBW_4_0013",4,2,2,24.88,1.86,"M",24.88,0,1,0,2,0,-0.0742,34.980483,4,2,1198,2
"20","KBW_4_0035",1,1,0,72.91,72.91,"F",72.91,0,0,0,0,0,-0.074317,34.986933,0,2,1185,2
"21","KBW_4_0020",5,3,2,31.88,1.86,"M",31.88,0,1,0,3,0,-0.074333,34.980317,5,2,1200,2
"22","KBW_4_0039",1,1,0,68.91,68.91,"F",68.91,0,0,0,0,0,-0.074383,34.986333,1,2,1190,2
"23","KBW_4_0051",3,2,1,62.9,11.87,"M",62.9,2,0,0,1,0,-0.074417,34.98425,3,2,1192,2
"24","KBW_4_0015",3,1,2,26.88,2.86,"M",26.88,0,1,0,1,0,-0.07445,34.980583,3,2,1197,2
"25","KBW_4_0019",3,1,2,25.88,3.86,"M",25.88,0,1,0,1,0,-0.074467,34.980283,3,2,1201,2
"26","KBW_4_0014",4,2,2,34.88,1.86,"M",34.88,0,1,0,2,0,-0.0745,34.980483,4,2,1198,2
"27","KBW_4_0018",3,2,1,47.89,11.87,"F",47.89,0,0,0,1,0,-0.07455,34.980233,3,2,1199,2
"28","KBW_4_0049",4,1,3,62.9,10.87,"M",62.9,0,0,0,1,0,-0.07455,34.986033,4,2,1183,2
"29","KBW_4_0017",3,2,1,36.88,0.86,"M",36.88,0,1,1,1,0,-0.074567,34.980283,3,2,1200,2
"30","KBW_3_0014",4,3,1,62.9,4.86,"F",62.9,0,1,0,3,0,-0.0746,34.98155,4,2,1185,2
"31","KBW_4_0016",5,3,2,40.89,1.86,"M",40.89,0,2,0,3,0,-0.074633,34.9803,5,2,1198,2
"32","KBW_4_0006",5,2,3,57.9,10.87,"F",57.9,5,0,0,4,0,-0.074667,34.978,5,2,1187,2
"33","KBW_4_0004",3,2,1,34.88,5.86,"M",34.88,3,0,0,1,0,-0.074783,34.97865,3,2,1176,2
"34","KBW_4_0002",6,5,1,55.9,0.78,"F",55.9,0,2,1,3,0,-0.074817,34.978483,6,2,1173,2
"35","KBW_4_0005",6,3,3,66.91,9.87,"M",66.91,6,0,0,1,0,-0.074833,34.978,6,2,1180,2
"36","KBW_4_0066",5,4,1,65.9,3.86,"F",65.9,0,1,0,2,0,-0.074883,34.98325,5,2,1193,2
"37","KBW_4_0003",4,1,3,60.9,14.87,"F",60.9,0,0,0,1,0,-0.0749,34.978517,4,2,1174,2
"38","KBW_4_0065",6,3,3,71.91,11.87,"F",71.91,0,0,0,3,1,-0.07495,34.999917,6,2,1191,2
"39","KBW_4_0088",7,3,4,56.9,9.87,"M",56.9,0,0,0,2,0,-0.075017,34.978917,7,2,1193,2
"40","KBW_2_0082",7,3,4,34.88,3.86,"M",34.88,0,1,0,4,0,-0.075033,34.9772,7,2,1194,2
"41","KBW_4_0022",5,3,2,27.88,0.86,"M",27.88,0,2,1,3,0,-0.075083,34.98045,5,2,1199,2
"42","KBW_4_0046",6,2,4,62.9,5.86,"M",62.9,2,0,0,3,0,-0.075117,34.985367,6,2,1191,2
"43","KBW_4_0043",2,1,1,31.88,26.88,"M",31.88,1,0,0,0,0,-0.075133,34.98635,2,2,1189,2
"44","KBW_4_0048",1,1,0,62.9,62.9,"F",62.9,0,0,0,0,0,-0.075133,34.985867,1,2,1192,2
"45","KBW_4_0054",2,2,0,57.9,13.87,"F",57.9,0,0,0,1,0,-0.07515,34.9844,2,2,1192,2
"46","KBW_4_0026",5,3,2,47.89,2.86,"F",47.89,0,1,0,4,0,-0.07525,34.982067,5,2,1199,2
"47","KBW_4_0055",4,2,2,55.9,1.86,"F",55.9,0,2,0,2,0,-0.075267,34.9847,4,2,1191,2
"48","KBW_4_0068",8,4,4,42.89,3.86,"M",42.89,0,1,0,6,0,-0.0753,34.982933,8,2,1191,2
"49","KBW_4_0045",6,4,2,28.88,2.86,"M",28.88,0,1,0,3,0,-0.075317,34.985483,6,2,1190,2
"50","KBW_4_0053",2,1,1,65.9,61.9,"M",65.9,0,0,0,0,0,-0.075317,34.984267,2,2,1192,2
"51","KBW_4_0044",3,1,2,30.88,2.86,"M",26.88,0,1,0,1,0,-0.075467,34.985383,3,2,1190,2
"52","KBW_4_0056",3,2,1,68.91,13.87,"M",68.91,0,0,0,1,0,-0.0755,34.984783,3,2,1191,2
"53","KBW_4_0057",2,1,1,59.9,44.89,"M",59.9,0,0,0,0,0,-0.075517,34.984517,2,2,1191,2
"54","KBW_4_0090",1,1,0,110.94,110.94,NA,NA,0,0,0,0,NA,-0.075517,34.977733,0,2,1195,3
"55","KBW_4_0024",7,4,3,64.9,6.87,"M",64.9,0,0,0,3,0,-0.07555,34.981733,7,2,1199,2
"56","KBW_2_0109",12,5,7,63.9,2.86,"M",63.9,0,1,0,7,0,-0.075567,34.9724,12,2,1200,2
"57","KBW_4_0025",2,1,1,34.88,24.88,"M",34.88,0,0,0,0,0,-0.075583,34.981417,2,2,1201,2
"58","KBW_2_0112",4,1,3,24.87,2.86,"M",24.87,0,2,0,2,0,-0.075667,34.97185,4,2,1199,2
"59","KBW_4_0040",6,3,3,55.9,13.87,"M",55.9,0,0,0,2,0,-0.075717,34.98675,6,2,1188,2
"60","KBW_4_0041",1,1,0,80.92,80.92,"F",80.92,0,0,0,0,0,-0.075817,34.9865,1,2,1188,2
"61","KBW_2_0117",4,4,0,25.87,0.28,"F",25.87,0,1,1,3,0,-0.075833,34.97135,4,2,1196,2
"62","KBW_4_0061",4,2,2,38.89,1.86,"M",38.89,0,1,0,1,0,-0.075833,34.984617,4,2,1189,2
"63","KBW_2_0114",5,2,3,80.91,5.86,"M",80.91,0,0,0,2,0,-0.07585,34.972083,5,2,1198,2
"64","KBW_4_0082",2,2,0,25.88,10.87,"F",25.88,0,0,0,1,0,-0.07585,34.979417,2,2,1187,2
"65","KBW_2_0115",7,5,2,31.88,1.86,"M",31.88,0,2,0,5,0,-0.0759,34.971917,7,2,1197,2
"66","KBW_4_0059",4,3,1,64.9,9.87,"M",64.9,0,0,0,2,0,-0.075917,34.9848,4,2,1190,2
"67","KBW_2_0113",1,1,0,65.9,65.9,"F",65.9,0,0,0,0,0,-0.075933,34.97205,1,2,1198,2
"68","KBW_4_0023",4,1,3,68.91,22.88,"M",68.91,0,0,0,0,0,-0.075983,34.981167,4,2,1200,2
"69","KBW_4_0058",6,3,3,61.9,1.86,"M",61.9,0,2,0,2,0,-0.076033,34.98495,6,2,1190,2
"70","KBW_4_0080",3,2,1,78.92,9.87,"F",78.92,0,0,0,2,0,-0.076067,34.97955,3,2,1186,2
"71","KBW_4_0081",4,2,2,55.9,1.86,"M",55.9,0,2,0,2,0,-0.0761,34.979633,4,2,1186,2
"72","KBW_2_0057",5,2,3,50.89,1.85,"M",50.89,2,2,0,2,0,-0.0761,34.969733,5,2,1195,2
"73","KBW_2_0083",4,2,2,31.88,11.86,"F",31.88,0,0,0,3,0,-0.076133,34.97485,4,2,1194,2
"74","KBW_4_0060",3,1,2,70.91,20.87,"F",70.91,0,0,0,0,0,-0.076233,34.984833,3,2,1190,2
"75","KBW_4_0089",4,2,2,80.92,13.87,"F",80.92,0,0,0,2,0,-0.076233,34.968183,4,2,1194,2
"76","KBW_4_0087",5,2,3,66.91,16.87,"F",66.91,0,0,0,1,0,-0.076283,34.9792,5,2,1190,2
"77","KBW_4_0042",7,4,3,70.91,3.86,"M",70.91,0,1,0,4,0,-0.0763,34.986333,7,2,1188,2
"78","KBW_2_0108",2,2,0,80.91,10.87,"F",80.91,0,0,0,1,0,-0.07635,34.97635,2,2,1198,2
"79","KBW_2_0081",6,3,3,32.88,1.85,"M",32.88,2,2,0,4,0,-0.076433,34.976433,6,2,1192,2
"80","KBW_2_0084",3,2,1,42.88,4.86,"F",42.88,1,1,0,2,0,-0.07645,34.9752,3,2,1194,2
"81","KBW_4_0084",3,2,1,68.91,3.86,"F",68.91,0,1,0,1,0,-0.076467,34.979417,3,2,1187,2
"82","KBW_2_0120",5,2,3,57.9,10.87,"M",57.9,0,0,0,3,0,-0.076517,34.971983,5,2,1196,2
"83","KBW_4_0085",8,2,6,70.91,3.86,"M",70.91,0,1,0,5,0,-0.076533,34.978967,8,2,1189,2
"84","KBW_4_0069",6,4,2,48.89,3.86,"M",48.89,0,1,0,4,0,-0.076567,34.983083,6,2,1192,2
"85","KBW_4_0064",6,3,3,53.9,14.87,"M",53.9,0,0,0,1,0,-0.0766,34.984033,6,2,1189,2
"86","KBW_4_0075",6,3,3,28.88,0.45,"M",28.88,0,2,1,4,0,-0.076633,34.981217,6,2,1196,2
"87","KBW_4_0076",5,1,4,64.9,11.87,"M",64.9,0,0,0,3,0,-0.076633,34.9808,5,2,1197,2
"88","KBW_4_0073",3,1,2,27.88,4.86,"M",27.88,0,1,0,1,0,-0.0767,34.98145,3,2,1195,2
"89","KBW_2_0119",3,1,2,72.91,10.87,"M",72.91,0,0,0,1,0,-0.076717,34.972217,3,2,1196,2
"90","KBW_4_0074",3,2,1,59.9,7.87,"F",59.9,0,0,0,1,0,-0.076733,34.9813,3,2,1196,2
"91","KBW_2_0118",3,2,1,25.87,1.86,"M",25.87,0,1,0,1,0,-0.076767,34.971983,3,2,1196,2
"92","KBW_4_0070",7,3,4,51.9,7.87,"M",51.9,2,0,0,4,0,-0.0768,34.981983,7,2,1193,2
"93","KBW_2_0055",2,2,0,65.9,9.86,"F",65.9,0,0,0,1,0,-0.076817,34.969683,2,2,1192,2
"94","KBW_4_0072",6,2,4,48.89,2.86,"F",48.89,0,3,0,4,0,-0.076867,34.9814,6,2,1194,2
"95","KBW_2_0107",7,5,2,48.89,4.86,"M",48.89,0,1,0,5,0,-0.07695,34.97285,7,2,1196,2
"96","KBW_4_0062",5,1,4,56.9,16.87,"M",56.9,0,0,0,1,0,-0.077,34.984733,5,2,1188,2
"97","KBW_2_0085",3,3,0,54.89,6.86,"F",54.89,0,0,0,2,0,-0.077067,34.9768,3,2,1194,2
"98","KBW_2_0056",6,3,3,32.88,2.86,"M",32.88,0,2,0,4,0,-0.07715,34.96975,6,2,1193,2
"99","KBW_4_0071",6,4,2,52.9,3.86,"M",52.9,0,1,0,4,0,-0.077167,34.981383,6,2,1193,2
"100","KBW_4_0092",5,3,2,42.89,22.88,"F",42.89,0,0,0,0,0,-0.077183,34.97815,5,2,1193,2
"101","KBW_2_0086",4,3,1,78.91,10.86,"M",78.91,0,0,0,2,0,-0.077233,34.976367,4,2,1193,2
"102","KBW_4_0063",6,4,2,37.88,1.86,"M",37.88,0,1,0,4,0,-0.077267,34.984533,6,2,1188,2
"103","KBW_4_0093",9,6,3,36.88,1.86,"M",36.88,0,2,0,7,0,-0.077317,34.978533,9,2,1192,2
"104","KBW_4_0091",7,4,3,48.89,6.87,"F",48.89,1,0,0,2,0,-0.07735,34.977633,7,2,1193,2
"105","KBW_2_0097",7,4,3,68.9,16.87,"M",68.9,0,0,0,1,0,-0.0775,34.9738,7,2,1195,2
"106","KBW_3_0044",8,3,5,44.89,2.86,"M",44.89,0,1,0,6,0,-0.077583,34.977583,8,2,1198,2
"107","KBW_4_0114",4,1,3,62.9,14.87,"M",62.9,0,0,0,2,0,-0.077583,34.981533,4,2,1197,2
"108","KBW_2_0122",3,2,1,26.88,1.86,"M",26.88,0,1,0,1,0,-0.07765,34.971483,3,2,1194,2
"109","KBW_2_0121",8,6,2,61.9,9.86,"M",61.9,0,0,0,3,0,-0.077683,34.971683,8,2,1196,2
"110","KBW_2_0079",2,2,0,80.91,14.87,"F",80.91,0,0,0,1,0,-0.0777,34.976267,2,2,1191,2
"111","KBW_3_0043",2,1,1,70.91,64.9,"M",70.91,0,0,0,0,0,-0.0777,34.977833,2,2,1197,2
"112","KBW_2_0087",7,3,4,35.88,2.86,"M",35.88,2,2,0,5,0,-0.077717,34.9757,7,2,1193,2
"113","KBW_4_0113",7,4,3,38.89,2.86,"F",38.89,0,2,0,4,0,-0.077717,34.9822,7,2,1198,2
"114","KBW_2_0098",2,1,1,30.88,24.87,"M",30.88,0,0,0,0,0,-0.07775,34.973933,2,2,1194,2
"115","KBW_2_0080",4,3,1,43.88,0.53,"M",43.88,0,1,1,2,0,-0.077833,34.976267,4,2,1191,2
"116","KBW_2_0001",7,2,5,45.88,0.27,"F",45.88,7,1,1,3,0,-0.077883,34.97725,7,2,1200,2
"117","KBW_4_0115",4,4,0,77.91,10.87,"F",77.91,0,0,0,3,0,-0.077883,34.978067,4,2,1196,2
"118","KBW_2_0044",5,3,2,33.88,1.85,"F",33.88,0,1,0,4,0,-0.0779,34.968033,5,2,1187,2
"119","KBW_4_0111",7,2,5,64.9,10.87,"M",64.9,0,0,0,2,0,-0.0779,34.98255,7,2,1196,2
"120","KBW_4_0123",6,3,3,30.88,3.86,"M",30.88,0,1,0,3,1,-0.077933,34.97885,6,2,1186,2
"121","KBW_2_0123",5,3,2,28.88,3.86,"M",28.88,0,1,0,3,0,-0.078,34.971817,5,2,1192,2
"122","KBW_4_0112",6,4,2,36.88,2.86,"M",36.88,0,2,0,4,0,-0.078017,34.982217,6,2,1196,2
"123","KBW_2_0078",9,5,4,40.88,2.86,"M",40.88,0,1,0,7,0,-0.078033,34.976017,9,2,1191,2
"124","KBW_2_0106",8,4,4,37.88,3.86,"M",37.88,0,2,0,5,0,-0.078067,34.972817,8,2,1194,2
"125","KBW_2_0127",9,7,2,45.89,2.86,"M",45.89,0,2,0,5,0,-0.078067,34.97245,9,2,1192,2
"126","KBW_4_0094",5,2,3,48.89,8.87,"F",48.89,0,0,0,2,0,-0.078083,34.979367,0,2,1192,2
"127","KBW_2_0096",6,3,3,73.91,2.86,"M",73.91,0,1,0,4,0,-0.0781,34.974483,6,2,1195,2
"128","KBW_2_0088",7,2,5,52.89,12.86,"M",52.89,0,0,0,2,0,-0.078117,34.975283,7,2,1191,2
"129","KBW_2_0060",1,1,0,70.9,70.9,"F",70.9,0,0,0,0,0,-0.07815,34.971117,1,2,1192,2
"130","KBW_4_0108",1,1,0,68.91,68.91,"F",68.91,0,0,0,0,0,-0.078167,34.9808,1,2,1196,2
"131","KBW_2_0077",9,6,3,48.89,0.53,"M",48.89,0,2,1,6,0,-0.078183,34.976183,9,2,1191,2
"132","KBW_2_0089",1,1,0,51.89,51.89,"F",51.89,0,0,0,0,0,-0.078183,34.9756,1,2,1192,2
"133","KBW_2_0101",4,2,2,61.9,3.86,"F",61.9,0,1,0,2,0,-0.078183,34.973783,4,2,1194,2
"134","KBW_2_0061",1,1,0,82.91,82.91,"F",82.91,0,0,0,0,0,-0.078183,34.971217,1,2,1193,2
"135","KBW_3_0042",7,2,5,65.9,2.86,"M",65.9,0,1,0,4,1,-0.07825,34.977783,7,2,1194,2
"136","KBW_3_0041",5,2,3,37.88,4.86,"M",37.88,0,1,0,3,0,-0.07835,34.97755,5,2,1196,2
"137","KBW_4_0107",4,2,2,38.89,20.87,"F",38.89,0,0,0,0,0,-0.07835,34.98085,4,2,1195,2
"138","KBW_4_0110",2,2,0,37.88,16.87,"F",37.88,0,0,0,1,0,-0.07835,34.983417,2,2,1194,2
"139","KBW_2_0100",5,3,2,63.9,10.87,"M",63.9,0,0,0,3,0,-0.07845,34.973683,5,2,1194,2
"140","KBW_2_0105",6,4,2,34.88,0.44,"M",34.88,0,2,1,4,0,-0.07845,34.973017,6,2,1193,2
"141","KBW_2_0059",2,1,1,37.88,25.87,"M",37.88,0,0,0,0,0,-0.078483,34.971133,2,2,1192,2
"142","KBW_3_0040",4,1,3,30.88,2.86,"M",30.88,0,1,0,2,0,-0.0785,34.9776,4,2,1195,2
"143","KBW_2_0058",5,3,2,30.88,1.85,"M",30.88,2,2,0,3,0,-0.0785,34.97135,5,2,1194,2
"144","KBW_3_0039",8,1,7,67.9,5.86,"M",67.9,0,0,0,5,0,-0.078517,34.97805,8,2,1195,2
"145","KBW_4_0109",5,2,3,38.89,11.87,"M",38.89,0,0,0,3,0,-0.078533,34.982733,5,2,1194,2
"146","KBW_3_0038",3,1,2,24.87,2.86,"M",24.87,2,1,0,1,0,-0.078567,34.977717,3,2,1194,2
"147","KBW_2_0073",9,5,4,57.89,6.86,"M",57.89,3,0,0,6,0,-0.078567,34.976333,9,2,1192,2
"148","KBW_2_0074",6,4,2,28.87,4.86,"F",28.87,1,1,0,5,0,-0.0786,34.97635,6,2,1192,2
"149","KBW_5_0001",2,1,1,26.88,18.62,"M",26.88,0,0,0,0,0,-0.0786,34.98205,2,2,1125,2
"150","KBW_2_0053",3,1,2,80.91,6.86,"M",80.91,0,0,0,1,0,-0.078617,34.96965,3,2,1190,2
"151","KBW_2_0091",5,4,1,60.9,0.36,"F",60.9,0,1,1,3,0,-0.078633,34.975883,5,2,1192,2
"152","KBW_3_0015",2,1,1,31.88,24.87,"M",31.88,0,0,0,0,0,-0.07865,34.981417,2,2,1187,2
"153","KBW_4_0117",4,1,3,26.88,0.78,"M",26.88,0,2,1,2,0,-0.078717,34.982417,4,2,1188,2
"154","KBW_2_0090",4,3,1,51.89,13.86,"F",51.89,0,0,0,2,0,-0.078733,34.975433,4,2,1192,2
"155","KBW_2_0054",2,1,1,42.88,16.87,"F",42.88,0,0,0,1,0,-0.078733,34.969517,2,2,1189,2
"156","KBW_4_0106",4,2,2,28.88,2.86,"M",28.88,0,2,0,2,0,-0.078733,34.980817,4,2,1194,2
"157","KBW_2_0092",7,3,4,31.88,1.86,"M",31.88,0,2,0,5,0,-0.07875,34.9757,7,2,1192,2
"158","KBW_2_0095",8,3,5,43.89,5.86,"F",43.89,0,0,0,7,0,-0.07875,34.97465,8,2,1193,2
"159","KBW_2_0094",4,3,1,44.89,11.87,"M",44.89,0,0,0,2,0,-0.078783,34.974617,4,2,1192,2
"160","KBW_2_0104",7,4,3,48.89,2.86,"F",48.89,0,1,0,4,0,-0.078783,34.974083,7,2,1193,2
"161","KBW_4_0105",5,4,1,23.88,3.86,"M",23.88,0,2,0,3,0,-0.078783,34.980717,5,2,1193,2
"162","KBW_3_0001",3,1,2,32.88,1.61,"M",32.88,0,1,0,1,0,-0.0788,34.981033,3,2,1175,2
"163","KBW_2_0043",6,2,4,51.89,5.86,"M",51.89,0,0,0,2,0,-0.078817,34.967667,6,2,1187,2
"164","KBW_2_0103",3,2,1,82.92,19.87,"F",82.92,0,0,0,0,0,-0.078833,34.974217,3,2,1192,2
"165","KBW_3_0003",8,5,3,41.88,0.44,"M",41.88,0,3,1,6,0,-0.078883,34.98095,8,2,1175,2
"166","KBW_3_0013",5,2,3,32.88,2.86,"M",32.88,0,1,0,3,0,-0.078933,34.981417,5,2,1185,2
"167","KBW_4_0095",11,5,6,61.9,0.28,"M",61.9,0,1,1,7,0,-0.078933,34.978817,11,2,1194,2
"168","KBW_4_0121",8,4,4,52.9,0.28,"F",52.9,0,3,1,7,0,-0.078933,34.980233,8,2,1183,2
"169","KBW_4_0103",5,2,3,58.9,15.87,"F",58.9,0,0,0,1,0,-0.07895,34.980683,5,2,1194,2
"170","KBW_2_0049",5,3,2,82.91,9.86,"M",82.91,0,0,0,2,0,-0.078967,34.968817,5,2,1188,2
"171","KBW_2_0093",5,3,2,36.88,5.86,"M",36.88,2,0,0,2,1,-0.079033,34.9751,5,2,1193,2
"172","KBW_3_0006",10,5,5,41.88,1.86,"M",41.88,0,3,0,7,1,-0.079083,34.980883,0,2,1176,2
"173","KBW_2_0052",6,3,3,40.88,2.86,"M",40.88,0,1,0,4,0,-0.079083,34.969083,6,2,1190,2
"174","KBW_3_0012",4,1,3,40.88,1.86,"M",40.88,0,2,0,2,0,-0.0791,34.981433,4,2,1182,2
"175","KBW_3_0005",6,3,3,37.88,0.36,"M",37.88,6,2,1,4,0,-0.079133,34.981067,6,2,1177,2
"176","KBW_3_0036",3,1,2,30.88,22.87,"M",30.88,0,0,0,0,0,-0.079133,34.977533,3,2,1193,2
"177","KBW_3_0009",5,2,3,29.88,0.44,"M",29.88,0,2,1,3,0,-0.079167,34.98085,5,2,1178,2
"178","KBW_2_0042",3,1,2,82.91,27.87,"M",82.91,0,0,0,0,0,-0.079167,34.967683,3,2,1187,2
"179","KBW_4_0120",8,4,4,61.9,0.78,"F",61.9,0,2,1,3,0,-0.079183,34.979583,8,2,1182,2
"180","KBW_2_0126",8,7,1,42.89,3.86,"F",42.89,0,1,0,6,0,-0.079217,34.9721,8,2,1192,2
"181","KBW_4_0101",5,3,2,35.88,1.86,"M",35.88,0,1,0,3,0,-0.079233,34.9799,5,2,1193,2
"182","KBW_3_0035",5,3,2,51.89,10.87,"F",51.89,0,0,0,3,1,-0.079283,34.97765,5,2,1191,2
"183","KBW_1_0049",1,1,0,82.91,82.91,"F",82.91,0,0,0,0,0,-0.0793,34.9724,1,2,1152,2
"184","KBW_4_0077",5,3,2,65.9,11.87,"F",65.9,0,0,0,1,0,-0.0793,34.9724,5,2,1179,2
"185","KBW_4_0102",3,2,1,26.88,7.87,"F",26.88,0,0,0,2,0,-0.0793,34.97985,3,2,1193,2
"186","KBW_3_0002",7,2,5,35.55,0.28,"M",35.55,7,3,1,5,0,-0.079333,34.97245,7,2,1141,2
"187","KBW_2_0002",4,2,2,52.89,4.86,"F",52.89,0,1,0,2,0,-0.079333,34.972417,4,2,1145,2
"188","KBW_3_0045",9,3,6,52.89,16.87,"M",52.89,0,0,0,2,0,-0.079333,34.972417,9,2,1139,2
"189","KBW_2_0063",6,3,3,36.88,4.86,"M",36.88,0,2,0,4,0,-0.079333,34.97185,6,2,1193,2
"190","KBW_5_0050",6,4,2,110.94,1.86,"M",110.94,0,2,0,3,0,-0.07935,34.9724,6,2,1152,2
"191","KBW_2_0041",3,3,0,110.93,9.86,"F",110.93,0,0,0,2,0,-0.07935,34.967667,3,2,1185,2
"192","KBW_2_0062",5,2,3,39.88,7.86,"F",39.88,0,0,0,4,1,-0.07935,34.9713,5,2,1192,2
"193","KBW_5_0089",2,1,1,25.63,18.46,"M",25.63,0,0,0,0,0,-0.07935,34.9724,2,2,1133,2
"194","KBW_2_0040",8,6,2,110.93,0.27,"F",110.93,0,4,2,6,0,-0.079367,34.967017,8,2,1185,2
"195","KBW_2_0051",4,2,2,27.87,1.85,"M",27.87,0,2,0,2,0,-0.079367,34.969183,4,2,1188,2
"196","KBW_1_0095",8,6,2,37.88,5.86,"M",37.88,0,0,0,6,0,-0.0794,34.969483,8,2,1190,2
"197","KBW_4_0096",4,2,2,27.88,1.86,"M",27.88,2,2,0,2,0,-0.079417,34.977883,4,2,1184,2
"198","KBW_2_0006",6,3,3,110.93,1.85,"F",110.93,0,2,0,5,0,-0.079483,34.975333,6,2,1190,2
"199","KBW_3_0010",6,4,2,59.9,11.87,"F",59.9,0,0,0,2,0,-0.079517,34.980933,6,2,1180,2
"200","KBW_4_0098",7,3,4,33.88,1.86,"M",33.88,0,1,0,5,0,-0.07955,34.979267,7,2,1193,2
"201","KBW_4_0100",6,3,3,32.88,2.86,"M",32.88,0,2,0,4,0,-0.07955,34.979833,6,2,1192,2
"202","KBC_6_0116",4,3,1,24.48,0.13,"F",24.48,4,2,1,3,0,-0.079633,34.9848,4,2,1199,2
"203","KBW_3_0034",9,6,3,45.89,0.53,"M",45.89,0,1,1,6,1,-0.079633,34.979,0,2,1192,2
"204","KBW_3_0047",2,1,1,28.88,10.87,"F",28.88,0,0,0,1,0,-0.07965,34.977167,2,2,1182,2
"205","KBW_3_0011",4,2,2,70.91,5.86,"F",70.91,0,0,0,3,0,-0.079683,34.980933,4,2,1181,2
"206","KBW_2_0010",4,1,3,72.9,9.86,"M",72.9,0,0,0,2,0,-0.079683,34.9741,4,2,1191,2
"207","KBW_3_0048",4,2,2,70.91,11.87,"M",70.91,0,0,0,2,0,-0.079717,34.977283,4,2,1182,2
"208","KBW_4_0099",6,2,4,74.91,10.87,"M",74.91,0,0,0,2,0,-0.079717,34.979367,6,2,1192,2
"209","KBW_2_0005",8,4,4,34.88,4.86,"M",34.88,0,1,0,4,0,-0.079733,34.97575,8,2,1191,2
"210","KBW_3_0008",1,1,0,89.92,89.92,"F",89.92,0,0,0,0,0,-0.079767,34.981083,1,2,1182,2
"211","KBC_6_0114",3,2,1,35.74,4.46,"M",35.74,3,1,0,1,0,-0.0798,34.999583,3,2,1199,2
"212","KBW_2_0004",3,2,1,28.87,2.86,"M",28.87,0,1,0,1,0,-0.0799,34.972683,3,2,1174,2
"213","KBW_4_0116",4,3,1,110.94,8.87,"F",110.94,0,0,0,3,0,-0.0799,34.972567,4,2,1176,2
"214","KBW_1_0091",4,2,2,75.91,14.87,"M",75.91,0,0,0,1,0,-0.079933,34.970433,4,2,1198,2
"215","KBW_1_0093",3,1,2,63.9,10.86,"F",63.9,0,0,0,2,0,-0.079933,34.970783,3,2,1200,2
"216","KBC_6_0115",6,3,3,34.48,1.21,"M",34.48,0,2,0,4,0,-0.079967,34.998917,6,2,1199,2
"217","KBW_3_0016",7,4,3,53.89,6.86,"M",53.89,0,0,0,4,0,-0.079983,34.983333,0,2,1187,2
"218","KBW_2_0023",3,2,1,31.88,3.86,"M",31.88,0,1,0,1,0,-0.08,34.973033,3,2,1191,2
"219","KBW_2_0007",5,4,1,70.9,7.86,"M",70.9,0,0,0,3,0,-0.080067,34.975467,5,2,1191,2
"220","KBW_2_0022",3,1,2,51.89,14.87,"M",51.89,0,0,0,2,0,-0.080067,34.973233,3,2,1195,2
"221","KBW_2_0028",2,1,1,78.91,68.9,"M",78.91,0,0,0,0,0,-0.080067,34.971733,2,2,1191,2
