site,Sublocat,village,Collector,Subcode,Villcode,House,Elevation,Lat,Long,HHUNCODE,Sex,Age,HHhead,Relate,NetHH,HHspray,Lang
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0046,1188.000000,-0.068267,34.968633,KBW020046,F,55.89,N,2,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0046,1188.000000,-0.068267,34.968633,KBW020046,F,13.86,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0046,1188.000000,-0.068267,34.968633,KBW020046,F,11.86,N,8,N,Y,2.000000
Low,Kabar Central,Kawuor,Kenneth ochieng,KBC,07,0013,1191.000000,-0.069883,34.997467,KBC070013,F,25.13,N,2,N,Y,2.000000
Low,Kabar Central,Kawuor,Kenneth ochieng,KBC,07,0013,1191.000000,-0.069883,34.997467,KBC070013,F,3.20,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0021,1201.000000,-0.073417,34.980300,KBW040021,F,18.87,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0027,1198.000000,-0.073617,34.982433,KBW040027,F,41.89,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0027,1198.000000,-0.073617,34.982433,KBW040027,F,12.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0027,1198.000000,-0.073617,34.982433,KBW040027,F,15.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0027,1198.000000,-0.073617,34.982433,KBW040027,F,10.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0050,1194.000000,-0.073633,34.985883,KBW040050,F,21.87,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0011,1196.000000,-0.073650,34.979800,KBW040011,F,20.87,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0010,1195.000000,-0.073717,34.979717,KBW040010,F,45.89,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0010,1195.000000,-0.073717,34.979717,KBW040010,F,25.88,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0010,1195.000000,-0.073717,34.979717,KBW040010,F,19.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0010,1195.000000,-0.073717,34.979717,KBW040010,F,16.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0009,1193.000000,-0.073750,34.979500,KBW040009,F,18.87,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0009,1193.000000,-0.073750,34.979500,KBW040009,F,0.61,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0012,1197.000000,-0.073883,34.980367,KBW040012,F,47.89,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0038,1190.000000,-0.073900,34.986817,KBW040038,F,66.91,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0028,1199.000000,-0.073917,34.982583,KBW040028,F,39.89,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0028,1199.000000,-0.073917,34.982583,KBW040028,F,11.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0028,1199.000000,-0.073917,34.982583,KBW040028,F,4.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0031,1201.000000,-0.073933,34.983050,KBW040031,F,43.89,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0031,1201.000000,-0.073933,34.983050,KBW040031,F,11.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0031,1201.000000,-0.073933,34.983050,KBW040031,F,7.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0032,1201.000000,-0.073933,34.983067,KBW040032,F,23.88,N,2,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0032,1201.000000,-0.073933,34.983067,KBW040032,F,2.86,N,8,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0008,1190.000000,-0.073950,34.978900,KBW040008,F,23.88,N,2,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0008,1190.000000,-0.073950,34.978900,KBW040008,F,3.86,N,8,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0007,1189.000000,-0.074033,34.978983,KBW040007,F,46.89,N,2,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0007,1189.000000,-0.074033,34.978983,KBW040007,F,20.87,N,8,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0007,1189.000000,-0.074033,34.978983,KBW040007,F,3.86,N,9,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0033,1200.000000,-0.074100,34.983167,KBW040033,F,26.88,N,2,Y,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0111,1201.000000,-0.074117,34.971867,KBW020111,F,36.88,N,2,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0111,1201.000000,-0.074117,34.971867,KBW020111,F,15.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0111,1201.000000,-0.074117,34.971867,KBW020111,F,4.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0029,1200.000000,-0.074117,34.982900,KBW040029,F,62.90,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0029,1200.000000,-0.074117,34.982900,KBW040029,F,26.88,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0029,1200.000000,-0.074117,34.982900,KBW040029,F,9.87,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0029,1200.000000,-0.074117,34.982900,KBW040029,F,3.86,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0029,1200.000000,-0.074117,34.982900,KBW040029,F,5.86,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0013,1198.000000,-0.074200,34.980483,KBW040013,F,18.87,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0013,1198.000000,-0.074200,34.980483,KBW040013,F,1.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0035,1185.000000,-0.074317,34.986933,KBW040035,F,72.91,Y,1,N,N,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0020,1200.000000,-0.074333,34.980317,KBW040020,F,28.88,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0020,1200.000000,-0.074333,34.980317,KBW040020,F,6.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0020,1200.000000,-0.074333,34.980317,KBW040020,F,1.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0039,1190.000000,-0.074383,34.986333,KBW040039,F,68.91,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0051,1192.000000,-0.074417,34.984250,KBW040051,F,58.90,N,2,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0051,1192.000000,-0.074417,34.984250,KBW040051,F,11.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0015,1197.000000,-0.074450,34.980583,KBW040015,F,20.87,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0019,1201.000000,-0.074467,34.980283,KBW040019,F,25.88,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0014,1198.000000,-0.074500,34.980483,KBW040014,F,20.87,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0014,1198.000000,-0.074500,34.980483,KBW040014,F,12.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0018,1199.000000,-0.074550,34.980233,KBW040018,F,47.89,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0018,1199.000000,-0.074550,34.980233,KBW040018,F,11.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0049,1183.000000,-0.074550,34.986033,KBW040049,F,58.90,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0017,1200.000000,-0.074567,34.980283,KBW040017,F,19.87,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0017,1200.000000,-0.074567,34.980283,KBW040017,F,0.86,N,8,N,Y,2.000000
Low,Kabar West,Gari,Kenneth ochieng,KBW,03,0014,1185.000000,-0.074600,34.981550,KBW030014,F,62.90,Y,1,N,Y,2.000000
Low,Kabar West,Gari,Kenneth ochieng,KBW,03,0014,1185.000000,-0.074600,34.981550,KBW030014,F,4.86,N,9,N,Y,2.000000
Low,Kabar West,Gari,Kenneth ochieng,KBW,03,0014,1185.000000,-0.074600,34.981550,KBW030014,F,10.87,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0016,1198.000000,-0.074633,34.980300,KBW040016,F,30.88,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0016,1198.000000,-0.074633,34.980300,KBW040016,F,3.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0016,1198.000000,-0.074633,34.980300,KBW040016,F,5.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0006,1187.000000,-0.074667,34.978000,KBW040006,F,57.90,Y,1,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0006,1187.000000,-0.074667,34.978000,KBW040006,F,10.87,N,9,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0004,1176.000000,-0.074783,34.978650,KBW040004,F,22.88,N,2,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0004,1176.000000,-0.074783,34.978650,KBW040004,F,5.86,N,8,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0002,1173.000000,-0.074817,34.978483,KBW040002,F,55.90,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0002,1173.000000,-0.074817,34.978483,KBW040002,F,6.87,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0002,1173.000000,-0.074817,34.978483,KBW040002,F,0.78,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0002,1173.000000,-0.074817,34.978483,KBW040002,F,26.88,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0002,1173.000000,-0.074817,34.978483,KBW040002,F,23.88,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0005,1180.000000,-0.074833,34.978000,KBW040005,F,60.90,N,2,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0005,1180.000000,-0.074833,34.978000,KBW040005,F,21.87,N,9,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0005,1180.000000,-0.074833,34.978000,KBW040005,F,9.87,N,9,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0066,1193.000000,-0.074883,34.983250,KBW040066,F,65.90,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0066,1193.000000,-0.074883,34.983250,KBW040066,F,5.86,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0066,1193.000000,-0.074883,34.983250,KBW040066,F,18.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0066,1193.000000,-0.074883,34.983250,KBW040066,F,20.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0003,1174.000000,-0.074900,34.978517,KBW040003,F,60.90,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0065,1191.000000,-0.074950,34.999917,KBW040065,F,71.91,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0065,1191.000000,-0.074950,34.999917,KBW040065,F,19.87,N,10,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0065,1191.000000,-0.074950,34.999917,KBW040065,F,11.87,N,10,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0088,1193.000000,-0.075017,34.978917,KBW040088,F,45.89,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0088,1193.000000,-0.075017,34.978917,KBW040088,F,12.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0088,1193.000000,-0.075017,34.978917,KBW040088,F,20.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0082,1194.000000,-0.075033,34.977200,KBW020082,F,32.88,N,2,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0082,1194.000000,-0.075033,34.977200,KBW020082,F,5.86,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0082,1194.000000,-0.075033,34.977200,KBW020082,F,18.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0022,1199.000000,-0.075083,34.980450,KBW040022,F,22.88,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0022,1199.000000,-0.075083,34.980450,KBW040022,F,6.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0022,1199.000000,-0.075083,34.980450,KBW040022,F,0.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0046,1191.000000,-0.075117,34.985367,KBW040046,F,53.90,N,2,Y,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0046,1191.000000,-0.075117,34.985367,KBW040046,F,5.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0043,1189.000000,-0.075133,34.986350,KBW040043,F,26.88,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0048,1192.000000,-0.075133,34.985867,KBW040048,F,62.90,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0054,1192.000000,-0.075150,34.984400,KBW040054,F,57.90,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0054,1192.000000,-0.075150,34.984400,KBW040054,F,13.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0026,1199.000000,-0.075250,34.982067,KBW040026,F,47.89,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0026,1199.000000,-0.075250,34.982067,KBW040026,F,17.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0026,1199.000000,-0.075250,34.982067,KBW040026,F,16.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0055,1191.000000,-0.075267,34.984700,KBW040055,F,55.90,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0055,1191.000000,-0.075267,34.984700,KBW040055,F,3.86,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0068,1191.000000,-0.075300,34.982933,KBW040068,F,37.88,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0068,1191.000000,-0.075300,34.982933,KBW040068,F,16.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0068,1191.000000,-0.075300,34.982933,KBW040068,F,12.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0068,1191.000000,-0.075300,34.982933,KBW040068,F,3.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0045,1190.000000,-0.075317,34.985483,KBW040045,F,23.88,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0045,1190.000000,-0.075317,34.985483,KBW040045,F,18.87,N,5,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0045,1190.000000,-0.075317,34.985483,KBW040045,F,8.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0045,1190.000000,-0.075317,34.985483,KBW040045,F,2.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0053,1192.000000,-0.075317,34.984267,KBW040053,F,61.90,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0044,1190.000000,-0.075467,34.985383,KBW040044,F,30.88,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0056,1191.000000,-0.075500,34.984783,KBW040056,F,52.90,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0056,1191.000000,-0.075500,34.984783,KBW040056,F,13.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0057,1191.000000,-0.075517,34.984517,KBW040057,F,44.89,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0090,1195.000000,-0.075517,34.977733,KBW040090,F,110.94,N/A,N/A,N/A,N/A,3.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0024,1199.000000,-0.075550,34.981733,KBW040024,F,59.90,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0024,1199.000000,-0.075550,34.981733,KBW040024,F,10.87,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0024,1199.000000,-0.075550,34.981733,KBW040024,F,16.87,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0024,1199.000000,-0.075550,34.981733,KBW040024,F,6.87,N,9,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0109,1200.000000,-0.075567,34.972400,KBW020109,F,45.89,N,2,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0109,1200.000000,-0.075567,34.972400,KBW020109,F,19.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0109,1200.000000,-0.075567,34.972400,KBW020109,F,16.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0109,1200.000000,-0.075567,34.972400,KBW020109,F,13.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0109,1200.000000,-0.075567,34.972400,KBW020109,F,8.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0025,1201.000000,-0.075583,34.981417,KBW040025,F,24.88,N,2,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0112,1199.000000,-0.075667,34.971850,KBW020112,F,23.87,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0040,1188.000000,-0.075717,34.986750,KBW040040,F,41.89,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0040,1188.000000,-0.075717,34.986750,KBW040040,F,20.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0040,1188.000000,-0.075717,34.986750,KBW040040,F,30.88,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0041,1188.000000,-0.075817,34.986500,KBW040041,F,80.92,Y,1,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0117,1196.000000,-0.075833,34.971350,KBW020117,F,25.87,Y,1,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0117,1196.000000,-0.075833,34.971350,KBW020117,F,11.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0117,1196.000000,-0.075833,34.971350,KBW020117,F,8.86,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0117,1196.000000,-0.075833,34.971350,KBW020117,F,0.28,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0061,1189.000000,-0.075833,34.984617,KBW040061,F,19.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0061,1189.000000,-0.075833,34.984617,KBW040061,F,1.86,N,9,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0114,1198.000000,-0.075850,34.972083,KBW020114,F,65.90,N,2,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0114,1198.000000,-0.075850,34.972083,KBW020114,F,28.88,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0082,1187.000000,-0.075850,34.979417,KBW040082,F,25.88,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0082,1187.000000,-0.075850,34.979417,KBW040082,F,10.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0115,1197.000000,-0.075900,34.971917,KBW020115,F,30.88,N,2,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0115,1197.000000,-0.075900,34.971917,KBW020115,F,11.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0115,1197.000000,-0.075900,34.971917,KBW020115,F,6.86,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0115,1197.000000,-0.075900,34.971917,KBW020115,F,3.86,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0115,1197.000000,-0.075900,34.971917,KBW020115,F,1.86,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0059,1190.000000,-0.075917,34.984800,KBW040059,F,30.88,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0059,1190.000000,-0.075917,34.984800,KBW040059,F,12.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0059,1190.000000,-0.075917,34.984800,KBW040059,F,9.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0113,1198.000000,-0.075933,34.972050,KBW020113,F,65.90,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0023,1200.000000,-0.075983,34.981167,KBW040023,F,64.90,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0058,1190.000000,-0.076033,34.984950,KBW040058,F,51.90,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0058,1190.000000,-0.076033,34.984950,KBW040058,F,21.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0058,1190.000000,-0.076033,34.984950,KBW040058,F,4.86,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0080,1186.000000,-0.076067,34.979550,KBW040080,F,78.92,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0080,1186.000000,-0.076067,34.979550,KBW040080,F,9.87,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0081,1186.000000,-0.076100,34.979633,KBW040081,F,42.89,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0081,1186.000000,-0.076100,34.979633,KBW040081,F,1.86,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0057,1195.000000,-0.076100,34.969733,KBW020057,F,23.87,N,2,Y,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0057,1195.000000,-0.076100,34.969733,KBW020057,F,1.85,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0083,1194.000000,-0.076133,34.974850,KBW020083,F,31.88,Y,1,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0083,1194.000000,-0.076133,34.974850,KBW020083,F,17.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0060,1190.000000,-0.076233,34.984833,KBW040060,F,70.91,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0089,1194.000000,-0.076233,34.968183,KBW040089,F,80.92,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0089,1194.000000,-0.076233,34.968183,KBW040089,F,13.87,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0087,1190.000000,-0.076283,34.979200,KBW040087,F,66.91,Y,1,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0087,1190.000000,-0.076283,34.979200,KBW040087,F,23.88,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0087,1190.000000,-0.076283,34.979200,KBW040087,F,23.88,N,9,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0042,1188.000000,-0.076300,34.986333,KBW040042,F,53.90,N,2,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0042,1188.000000,-0.076300,34.986333,KBW040042,F,11.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0042,1188.000000,-0.076300,34.986333,KBW040042,F,12.87,N,8,N,Y,2.000000
Low,Kabar West,Ramindi,Kenneth ochieng,KBW,04,0042,1188.000000,-0.076300,34.986333,KBW040042,F,15.87,N,8,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0108,1198.000000,-0.076350,34.976350,KBW020108,F,80.91,Y,1,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0108,1198.000000,-0.076350,34.976350,KBW020108,F,10.87,N,9,N,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0081,1192.000000,-0.076433,34.976433,KBW020081,F,23.87,N,2,Y,Y,2.000000
Low,Kabar West,Othoche,Kenneth ochieng,KBW,02,0081,1192.000000,-0.076433,34.976433,KBW020081,F,4.86,N,8,N,Y,2.000000
